id,center,class,subclass,bbox,convex,headtail,orient,relevance,mark_tool
"5832.png","110.75 542.88","Unknown","NULL","80.75 480.50 140.75 605.25","132.50 557.75 133.25 581.25 124.50 599.00 104.00 605.25 88.25 598.75 80.75 583.75 81.50 557.00 85.00 525.25 93.50 503.25 104.00 486.00 115.50 480.50 129.50 481.50 140.75 489.75 140.75 519.00","NULL","NULL",0,"ConvexHull"
"5832.png","293.75 564.62","Unknown","NULL","251.25 513.25 336.25 616.00","295.50 613.00 282.75 616.00 267.00 609.50 256.00 590.75 251.25 568.75 255.25 548.50 267.00 531.25 280.75 519.50 301.25 513.25 322.50 517.25 332.25 527.25 336.25 552.50 333.00 571.75 324.00 582.50 313.75 589.25 303.75 602.50","NULL","NULL",0,"ConvexHull"
"5832.png","380.38 583.50","Unknown","NULL","340.00 535.75 420.75 631.25","359.00 630.25 347.50 619.00 340.00 604.75 342.25 584.50 349.00 564.50 358.75 551.75 371.75 540.50 384.00 536.25 394.75 535.75 405.25 538.50 413.25 547.25 419.00 564.00 420.75 582.25 416.75 595.75 410.75 610.50 398.00 619.50 384.25 625.50 369.75 631.25","NULL","NULL",0,"ConvexHull"
"6611.png","822.38 573.00","Unknown","NULL","780.75 544.50 864.00 601.50","864.00 584.50 859.00 593.50 851.50 600.50 839.50 601.50 830.50 600.50 817.00 599.50 804.00 595.00 791.00 588.50 784.75 576.25 780.75 562.75 787.00 554.75 796.00 549.00 810.00 546.00 840.00 545.50 852.50 544.50 861.00 548.00 862.00 557.50 863.00 567.00 864.00 576.00","NULL","NULL",0,"ConvexHull"
"6611.png","657.88 125.75","Unknown","NULL","612.75 87.00 703.00 164.50","693.25 99.75 703.00 107.50 695.50 124.50 692.00 141.50 688.50 159.00 670.50 164.50 635.00 154.50 618.00 133.75 612.75 114.00 620.50 97.25 641.00 89.75 659.50 87.00 671.50 90.50","NULL","NULL",0,"ConvexHull"
"676.png","351.50 600.00","Unknown","NULL","302.75 582.00 400.25 618.00","377.12 613.88 356.00 618.00 324.25 617.62 303.00 612.75 302.75 598.50 306.50 590.50 321.50 586.00 332.75 584.00 344.75 582.00 358.25 582.75 376.50 583.25 391.75 584.75 400.25 592.00 398.25 601.50 388.00 609.12","NULL","NULL",0,"ConvexHull"
"676.png","457.88 615.83","Unknown","NULL","404.75 592.75 511.00 638.91","405.00 618.25 415.00 604.75 428.50 602.25 450.00 596.25 472.00 593.00 487.00 592.75 503.75 592.75 511.00 603.75 495.25 615.75 476.00 629.75 460.00 635.75 443.25 637.25 428.09 638.91 410.75 637.75 404.75 629.50","NULL","NULL",0,"ConvexHull"
"676.png","412.62 662.12","Unknown","NULL","365.50 638.00 459.75 686.25","374.00 656.50 393.75 643.75 411.00 640.00 425.25 640.00 434.25 640.00 446.75 638.00 457.00 639.75 459.75 652.75 451.75 667.50 440.25 676.00 418.00 681.50 405.25 684.25 391.75 686.25 386.50 683.50 374.75 680.50 366.25 671.25 365.50 663.50","NULL","NULL",0,"ConvexHull"
"8222.png","330.00 501.38","Unknown","NULL","287.50 474.00 372.50 528.75","287.50 518.50 296.00 496.50 317.00 482.00 342.50 478.00 363.00 474.00 372.50 488.50 356.50 502.50 344.00 514.00 315.00 525.00 292.25 528.75","NULL","NULL",0,"ConvexHull"
"8222.png","339.25 457.38","Unknown","NULL","298.75 432.25 379.75 482.50","298.75 478.25 304.50 456.00 321.00 450.00 338.25 439.75 367.25 432.25 379.75 435.25 376.50 450.25 366.50 461.75 346.75 475.75 329.75 478.25 315.50 482.00 307.75 482.50","NULL","NULL",0,"ConvexHull"
"8222.png","87.88 333.12","Unknown","NULL","52.50 287.25 123.25 379.00","69.75 328.25 71.75 318.50 74.25 312.50 75.75 302.25 82.50 294.75 93.25 290.25 104.50 287.25 115.25 298.25 123.25 312.75 111.50 331.50 111.00 348.00 98.00 361.50 85.50 373.50 69.25 379.00 60.75 368.00 52.50 359.25 56.25 349.50 63.00 342.50","NULL","NULL",0,"ConvexHull"
"8222.png","86.00 415.50","Unknown","NULL","57.50 372.00 114.50 459.00","74.50 407.50 87.00 382.50 103.50 372.50 114.50 372.00 114.50 386.50 105.50 410.00 104.00 433.50 103.50 448.50 81.50 459.00 62.00 456.00 57.50 439.00 68.50 420.50","NULL","NULL",0,"ConvexHull"
"8222.png","112.25 661.00","Unknown","NULL","85.00 615.50 139.50 706.50","88.00 653.00 85.00 641.50 89.00 631.00 99.50 615.50 122.50 616.50 130.50 627.50 127.00 643.00 131.50 658.50 139.50 678.50 133.50 696.50 118.50 706.50 111.00 685.50 95.50 678.50 94.00 666.50 97.50 655.50","NULL","NULL",0,"ConvexHull"
"8222.png","161.75 725.88","Unknown","NULL","130.50 685.75 193.00 766.00","130.50 727.00 144.75 699.75 167.75 685.75 183.25 694.50 190.50 714.50 193.00 756.00 186.50 766.00 174.50 764.50 158.50 750.00 132.50 733.00","NULL","NULL",0,"ConvexHull"
"8222.png","442.25 29.00","Unknown","NULL","409.00 16.50 475.50 41.50","416.25 41.50 409.00 32.00 416.25 20.00 433.50 16.50 467.50 19.00 475.50 28.00 461.50 33.00 449.00 39.00 433.00 39.75 424.25 39.75","NULL","NULL",0,"ConvexHull"
"8222.png","307.00 775.00","Unknown","NULL","248.00 725.00 366.00 825.00","250.50 821.50 248.50 808.00 248.00 794.50 251.50 778.50 254.50 764.00 268.50 762.50 286.50 758.50 302.00 753.50 313.50 742.50 329.00 734.50 347.00 727.50 361.00 725.00 366.00 730.50 366.00 740.50 363.50 747.00 350.50 754.50 340.50 760.50 330.50 768.50 321.00 779.00 312.50 786.00 303.50 791.00 294.00 800.50 288.00 805.50 279.00 805.50 270.00 814.00 260.00 825.00","NULL","NULL",0,"ConvexHull"
"8222.png","379.75 885.50","Unknown","NULL","356.50 867.00 403.00 904.00","395.00 867.00 403.00 874.50 400.00 887.00 391.00 897.00 379.00 902.50 369.50 904.00 364.50 894.50 356.50 883.00 361.50 877.50 373.00 878.50 385.00 871.50","NULL","NULL",0,"ConvexHull"
"8402.png","573.75 155.75","Unknown","NULL","500.75 84.00 646.75 227.50","646.75 102.00 640.25 129.25 553.25 200.75 527.75 227.50 500.75 204.00 502.00 188.25 508.50 175.25 515.50 163.75 530.50 152.50 536.25 140.75 546.00 130.25 555.25 123.75 564.75 112.75 570.75 96.50 580.00 87.00 594.50 84.00 616.50 86.50 638.75 94.25","NULL","NULL",0,"ConvexHull"
"9777.png","355.00 149.75","Unknown","NULL","307.00 123.50 403.00 176.00","307.00 148.00 311.50 123.50 335.50 123.50 351.50 127.00 394.50 131.50 403.00 152.00 402.00 176.00 378.00 175.50 352.00 173.00 321.00 162.00","NULL","NULL",0,"ConvexHull"
"10651.png","720.00 431.00","Unknown","NULL","670.50 385.00 769.50 477.00","688.50 463.50 679.50 430.00 670.50 409.50 676.50 394.50 700.00 390.00 727.00 385.00 743.00 394.00 758.00 411.00 768.50 429.50 769.50 447.50 763.50 459.50 746.50 473.00 728.00 476.50 714.00 477.00 699.00 474.50","NULL","NULL",0,"ConvexHull"
"8450.png","862.75 297.50","Unknown","NULL","832.50 280.50 893.00 314.50","870.50 314.50 884.00 311.50 892.50 301.00 893.00 287.50 843.50 280.50 832.50 284.50 839.50 298.00 848.50 307.00 856.00 313.00","NULL","NULL",0,"ConvexHull"
